latitude,longitude,depth,mag,magType,gap,rms,net,horizontalError,depthError,magError,magNst,locationSource,magSource,aX,aY,aZ,gX,gY,gZ,type
38.7383333,-122.8271667,5.33,0.81,2,141.0,0.04,5,0.24,0.5,0.168,29.0,5,6,-7764,3812,-14344,-4144,976,-92,0
19.12400055,-155.4884949,32.54000092,2.07999992,2,175.0,0.129999995,3,0.8,0.920000017,2.07999992,4.0,3,4,-440,-2100,26656,-4144,-323,-2476,0
48.78266667,-123.0266667,56.31,1.38,4,153.0,0.11,14,0.94,0.56,0.102422846,10.0,14,15,-4176,2520,32767,-4144,874,3582,0
19.4141674,-155.2646637,2.049999952,1.74,4,110.0,0.129999995,3,0.38,0.720000029,0.39,6.0,3,4,-252,6008,-6308,-4112,829,-369,0
19.27566667,-155.42,28.81,1.59,2,62.0,0.12,3,0.63,0.8,0.258906422,13.0,3,4,9328,-3460,-32768,-4144,416,-1274,0
35.8035,-117.6301667,6.54,1.88,4,123.0,0.13,2,0.18,0.58,0.149,24.0,2,2,-19672,-4952,32767,-4128,-520,1702,0
32.8913333,-116.2718333,6.83,0.9,4,72.0,0.1,2,0.18,0.59,0.046,7.0,2,2,6712,4476,12192,-4160,-813,260,0
58.28083333,-154.8205,18.45,0.49,4,176.0,0.29,1,1.16,1.31,0.380092906,5.0,1,1,6152,-2536,-32768,-4160,-1233,927,0
-19.2581,-69.7845,85.701,4.0,0,131.0,0.79,12,5.62,5.308,0.164,11.0,12,13,-4032,-4012,-32768,-4144,1861,1367,0
60.151,-153.0684,114.8,2.0,4,0.0,0.52,0,0.0,0.4,0.0,0.0,0,0,26364,-144,-32768,-4144,-1164,971,0
38.7371667,-122.8286667,4.67,1.36,2,84.0,0.07,5,0.25,0.47,0.19,36.0,5,6,-1084,-6696,-32768,-4160,580,-292,0
60.04133333,-153.0063333,1.35,-0.46,4,168.0,0.18,1,0.71,0.31,0.232031739,6.0,1,1,-8508,-1296,-12880,-4128,794,-105,0
38.8193333,-122.788,1.58,0.47,2,78.0,0.01,5,0.42,0.68,0.078,11.0,5,6,4752,-5036,-18444,-4144,-512,5471,0
19.15116692,-155.4966736,36.11999893,2.18000007,2,142.0,0.109999999,3,0.71,0.829999983,1.03999996,19.0,3,4,3628,1876,10568,-4128,2455,2897,0
35.0563333,-118.3406667,-0.93,1.16,4,51.0,0.17,2,0.4,31.61,0.107,20.0,2,2,10996,416,-12288,-4144,1017,2113,5
54.865,-162.2473,12.2,2.1,4,0.0,0.7,0,0.0,0.3,0.0,0.0,0,0,-2096,-20388,-32768,-4144,1782,-9119,0
34.0991667,-116.6368333,5.44,1.21,4,51.0,0.12,2,0.2,0.5,0.148,21.0,2,2,16968,3512,-32768,-4112,237,-267,0
55.4068,162.9906,15.399,4.7,0,98.0,0.67,12,8.38,4.939,0.051,117.0,12,13,-7336,-11512,-13784,-4144,300,1370,0
2.252,-30.7597,10.0,4.6,0,89.0,0.44,12,11.48,1.882,0.081,48.0,12,13,19644,8528,-256,-4128,-397,2408,0
51.4382,-178.2574,27.7,1.9,4,0.0,0.52,0,0.0,3.8,0.0,0.0,0,0,-29472,3956,32767,-4144,-3929,-597,0
62.3498,-151.0548,69.6,1.2,4,0.0,0.45,0,0.0,1.0,0.0,0.0,0,0,-4924,-5304,20192,-4144,-1232,219,0
65.4115,-144.7022,1.7,1.1,4,0.0,1.18,0,0.0,0.4,0.0,0.0,0,0,-7012,9228,188,-4128,330,-1176,0
44.7926667,-110.8336667,4.45,0.98,4,108.0,0.13,13,0.37,0.54,0.445,3.0,13,14,4956,-5484,-28564,-4128,518,256,0
38.8100014,-122.7835007,1.19,0.77,2,92.0,0.02,5,0.5,1.75,0.2,7.0,5,6,12064,332,-16368,-4144,678,304,0
34.5125,-97.22433333,5.0,2.27,4,65.0,0.34,8,0.0,0.7,0.22,13.0,8,9,-920,5540,-4596,-4144,-326,-526,0
65.3782,-144.6707,5.2,1.1,4,0.0,0.48,0,0.0,0.1,0.0,0.0,0,0,5992,-6168,-27620,-4144,60,1009,0
62.9708,-148.523,79.9,1.3,4,0.0,0.38,0,0.0,0.3,0.0,0.0,0,0,10660,-8028,-32768,-4128,-627,-1472,0
62.5542,-149.6469,4.7,1.3,4,0.0,0.44,0,0.0,0.1,0.0,0.0,0,0,3856,-72,-32768,-4128,-1023,800,0
34.0021667,-116.8328333,18.89,0.92,4,75.0,0.11,2,0.22,0.49,0.159,17.0,2,2,24068,3596,-17016,-4112,1789,173,0
58.8791,-154.71,116.5,2.2,4,0.0,0.57,0,0.0,0.3,0.0,0.0,0,0,-6064,-8528,-32768,-4112,-1110,-69,0
58.18733333,-155.3248333,2.26,0.23,4,198.0,0.07,1,0.42,0.31,0.285851097,7.0,1,1,8008,-372,-8824,-4112,-1023,1219,0
57.1279,-155.0408,50.3,2.3,4,0.0,0.36,0,0.0,0.5,0.0,0.0,0,0,-9216,12704,4268,-4128,-190,318,0
60.9538,-151.0258,15.1,1.7,4,0.0,0.75,0,0.0,0.3,0.0,0.0,0,0,-1332,-14060,8196,-4112,-1145,-2163,0
38.831665,-122.8166656,1.48,0.77,2,54.0,0.03,5,0.26,0.41,0.16,16.0,5,6,-5044,-532,-32016,-4144,-209,-1311,0
60.0032,-149.1515,6.5,2.0,4,0.0,0.53,0,0.0,0.2,0.0,0.0,0,0,6508,3756,-3324,-4160,924,65,0
38.8069992,-122.817337,2.74,1.09,2,58.0,0.02,5,0.22,0.41,0.19,26.0,5,6,21252,-4656,-7484,-4128,1337,114,0
61.5675,-149.9714,52.0,1.2,4,0.0,0.42,0,0.0,1.1,0.0,0.0,0,0,-8392,1292,18844,-4112,-1820,4529,0
64.9712,-147.3837,0.0,1.1,4,0.0,0.51,0,0.0,0.0,0.0,0.0,0,0,10348,968,19396,-4160,930,742,1
19.4085,-155.2846667,1.3,2.04,4,82.0,0.1,3,0.2,0.14,0.152241349,10.0,3,4,23512,-6736,-32768,-4128,4773,-133,0
34.74683333,-97.544,7.52,1.25,4,126.0,0.33,8,0.0,0.8,0.21,13.0,8,9,-7112,-8692,-32768,-4144,-1069,-194,0
33.5251667,-116.426,8.72,0.64,4,97.0,0.12,2,0.31,0.55,0.062,14.0,2,2,5052,14468,-22016,-4144,-232,985,0
19.24533272,-155.4056702,32.06000137,1.83000004,2,130.0,0.140000001,3,0.67,0.810000002,1.38,18.0,3,4,14296,-10656,-32768,-4096,1883,491,0
67.2902,-156.2563,6.8,1.3,4,0.0,0.41,0,0.0,0.2,0.0,0.0,0,0,876,2396,4496,-4128,-1543,2393,0
44.7948333,-110.8358333,4.87,1.44,4,110.0,0.16,13,0.38,0.51,0.453,3.0,13,14,-18464,10216,19412,-4128,-2049,-204,0
38.7871666,-122.7679977,2.59,0.79,2,100.0,0.02,5,0.4,0.76,0.14,12.0,5,6,6392,9064,6472,-4096,-2202,1232,0
1.2392,97.1193,34.605,4.9,0,119.0,0.98,12,8.31,5.379,0.075,56.0,12,13,-29712,1896,14476,-4096,-1843,-150,0
36.7005,-116.2845,5.9,-0.1,4,120.18,0.0553,7,0.0,2.1,0.08,3.0,7,8,2124,-2276,-17892,-4128,621,501,0
38.7796667,-122.7558333,1.18,0.32,2,66.0,0.02,5,0.25,0.49,0.233,11.0,5,6,-16436,896,32767,-4128,-584,-3256,0
38.8235016,-122.8444977,2.09,0.9,2,83.0,0.01,5,0.29,0.66,0.28,13.0,5,6,7060,-4200,-21348,-4112,2441,-95,0
44.6518333,-110.4386667,4.78,1.93,4,69.0,0.16,13,0.32,0.62,0.607,3.0,13,14,10840,3036,-25244,-4112,-753,-1535,0
61.4315,-150.705,51.1,1.8,4,0.0,0.47,0,0.0,0.4,0.0,0.0,0,0,14756,1932,-22620,-4112,-1386,1702,0
63.1322,-150.6255,109.7,1.3,4,0.0,0.45,0,0.0,0.6,0.0,0.0,0,0,-17660,6260,32767,-4096,-1255,3553,0
59.593,-152.7232,72.1,1.7,4,0.0,0.57,0,0.0,0.6,0.0,0.0,0,0,24488,-3688,-26264,-4096,870,3175,0
44.91166667,-112.8968333,4.28,0.84,4,147.0,0.18,4,0.69,2.05,0.377237775,4.0,4,5,13548,4584,-9316,-4080,703,-573,0
19.17466736,-155.4053345,31.98999977,2.0,2,166.0,0.129999995,3,0.6,0.75999999,1.12,12.0,3,4,-14584,-9348,-17436,-4160,-244,-3267,0
65.6394,-145.0476,9.1,1.0,4,0.0,0.36,0,0.0,0.3,0.0,0.0,0,0,13856,6192,19944,-4112,-1215,760,0
37.099,-116.2482,6.8,-0.3,4,82.4,0.0736,7,0.0,1.9,0.47,4.0,7,8,-15364,-15584,-12540,-4112,-2027,-785,0
62.9033,-151.3209,121.7,1.6,4,0.0,0.41,0,0.0,0.4,0.0,0.0,0,0,-16140,-1252,-32768,-4112,383,-1402,0
24.2054,125.337,28.576,4.8,0,215.0,0.58,12,15.99,8.669,0.084,44.0,12,13,14412,-5736,26232,-4080,-579,964,0
46.872,-121.9308333,8.18,0.3,4,85.0,0.1,14,0.54,0.54,0.215726419,10.0,14,15,12236,4272,-32768,-4096,-429,2575,0
58.182,-155.306,0.8,-0.23,4,158.0,0.04,1,0.22,0.88,0.336676577,6.0,1,1,15040,-7872,-32768,-4112,2435,-245,0
63.0282,-151.0154,125.6,1.6,4,0.0,0.41,0,0.0,0.2,0.0,0.0,0,0,-9464,8008,32767,-4080,-1708,3406,0
24.212,125.2916,24.636,5.9,9,40.0,1.17,12,7.19,4.816,0.071,19.0,12,13,22032,-6680,-9656,-4128,126,2995,0
58.19533333,-155.3198333,1.84,-0.07,4,236.0,0.03,1,0.55,0.3,0.283085276,5.0,1,1,12452,4696,-31444,-4112,390,916,0
63.0418,-150.4339,102.0,1.9,4,0.0,0.55,0,0.0,0.2,0.0,0.0,0,0,-6016,-9980,-32768,-4096,-97,-2455,0
58.1962,-155.3145,1.8,1.5,4,0.0,0.37,0,0.0,0.1,0.0,0.0,0,0,13272,776,-32768,-4080,-632,-601,0
61.239,-147.7537,0.0,1.6,4,0.0,0.67,0,0.0,0.0,0.0,0.0,0,0,-18252,3788,32767,-4096,-3029,-597,2
62.5288,-149.6009,11.7,1.1,4,0.0,0.47,0,0.0,0.1,0.0,0.0,0,0,-808,-6844,32767,-4080,-1071,-1069,0
35.3748333,-118.4711667,4.59,1.05,4,79.0,0.11,2,0.2,0.66,0.102,7.0,2,2,6532,-724,-23972,-4112,1559,-3441,0
65.0946,-150.1311,11.3,2.0,4,0.0,0.5,0,0.0,0.1,0.0,0.0,0,0,16952,532,11244,-4096,1072,-1057,0
6.1173,60.6678,10.0,4.2,0,194.0,0.7,12,8.55,1.973,0.152,12.0,12,13,-19928,-1188,19060,-4080,-3061,-3195,0
39.708,-122.8605,4.17,1.91,2,119.0,0.21,5,0.39,2.13,0.126,22.0,5,6,11108,-1084,6116,-4112,321,55,0
35.3725,-118.4706667,4.86,1.6,4,58.0,0.12,2,0.16,0.51,0.171,24.0,2,2,-10776,6160,32767,-4112,-1040,780,0
61.3703,-147.6406,0.0,1.7,4,0.0,0.5,0,0.0,0.0,0.0,0.0,0,0,-4128,2272,-32768,-4096,819,-921,2
18.9425,-67.6531,31.0,3.5,2,189.0,0.56,9,2.11,12.34,0.05,7.0,9,10,10848,5452,-31532,-4112,167,873,0
38.8149986,-122.8236694,2.33,0.76,2,64.0,0.02,5,0.34,0.84,0.32,13.0,5,6,-4240,9172,-17240,-4112,1032,-67,0
39.3035,-120.1358,11.0,0.1,4,274.54,0.0398,7,0.0,4.5,0.0,1.0,7,8,196,-5964,-22536,-4096,701,357,0
39.2989,-120.1467,10.2,1.0,4,102.63,0.1148,7,0.0,1.4,0.38,5.0,7,8,548,-1432,-13220,-4096,-742,777,0
61.2539,-147.7047,0.0,1.6,4,0.0,0.5,0,0.0,0.0,0.0,0.0,0,0,9080,2184,-20588,-4112,1841,437,2
63.1486,-148.5153,70.6,1.3,4,0.0,0.48,0,0.0,0.3,0.0,0.0,0,0,2168,-4144,-22572,-4096,506,88,0
36.071,-120.6493333,3.22,0.4,2,132.0,0.07,5,0.47,0.98,0.089,6.0,5,6,-108,-6228,-17180,-4096,-428,635,0
58.30433333,-154.9191667,4.37,0.0,4,170.0,0.21,1,0.64,1.07,0.18593228,6.0,1,1,10536,2736,-15744,-4080,663,139,0
34.0031667,-116.7995,19.09,0.79,4,86.0,0.11,2,0.21,0.5,0.147,17.0,2,2,-392,1536,-5936,-4096,4,243,0
54.5237,-159.6822,25.1,2.6,4,0.0,0.73,0,0.0,2.1,0.0,0.0,0,0,-4256,-3396,-10568,-4080,-1140,1119,0
55.2274,163.1793,36.017,5.0,0,100.0,1.33,12,8.23,5.744,0.035,264.0,12,13,8784,4176,-15664,-4080,672,81,0
63.207,-151.3704,14.1,2.1,4,0.0,0.56,0,0.0,0.2,0.0,0.0,0,0,5260,-428,-22156,-4112,-650,698,0
40.7515,-112.131,3.76,1.12,2,61.0,0.14,13,0.26,0.94,0.317,12.0,13,14,-7600,-580,-13824,-4096,432,197,0
37.6048333,-121.6143333,5.16,1.21,2,96.0,0.08,5,0.21,0.82,0.255,20.0,5,6,944,-48,-11492,-4128,-306,832,0
19.17533302,-155.4038391,31.68000031,2.18,4,170.0,0.129999995,3,0.63,0.709999979,0.03,3.0,3,4,3692,6996,-20456,-4096,1343,-175,0
33.701,-117.923,15.05,1.78,4,64.0,0.21,2,0.2,0.31,0.177,32.0,2,2,-13156,-8068,-12772,-4080,-690,-832,0
19.187,-155.4516667,37.12,1.63,2,132.0,0.11,3,0.58,0.66,0.058160874,9.0,3,4,4952,2604,-32768,-4080,-260,492,0
35.877,-120.4156667,5.0,0.72,2,110.0,0.06,5,0.28,0.32,0.109,10.0,5,6,8100,-228,-15356,-4064,1770,-183,0
19.1176,-64.7836,60.0,3.65,2,289.0,0.34,9,6.19,11.79,0.02,4.0,9,10,-124,-2752,-15136,-4112,377,-281,0
46.86216667,-121.7328333,-2.28,0.03,4,122.0,0.06,14,0.46,0.57,0.028265558,3.0,14,15,-5824,-3484,-17752,-4064,-691,1054,0
63.0234,-149.7166,71.8,1.2,4,0.0,0.54,0,0.0,0.6,0.0,0.0,0,0,25108,-4340,-32768,-4080,-528,-463,0
38.8406677,-122.876503,2.63,0.88,2,87.0,0.02,5,0.43,0.68,0.24,14.0,5,6,-3228,-9500,-7416,-4080,-1397,-3046,0
51.85783333,-178.0541667,-1.8,1.36,4,166.0,0.19,1,0.51,1.25,0.28137301,5.0,1,1,8220,-19788,368,-4080,-744,973,0
34.2496667,-118.2103333,13.1,0.73,4,46.0,0.1,2,0.23,0.61,0.117,9.0,2,2,7904,6104,2576,-4080,773,1384,0
37.4338333,-121.7686667,9.89,1.39,2,52.0,0.08,5,0.18,0.39,0.149,31.0,5,6,3732,724,6232,-4080,662,2225,0
62.2023,-148.1955,26.1,2.6,4,0.0,0.74,0,0.0,0.3,0.0,0.0,0,0,-7552,-4260,-31152,-4112,-410,-1392,0
58.19416667,-155.2795,2.57,-0.17,4,168.0,0.04,1,0.29,0.52,0.14890839,5.0,1,1,5872,6484,4448,-4096,-1119,871,0
39.4024,-119.8429,8.1,0.2,4,317.33,0.0338,7,0.0,3.9,0.0,1.0,7,8,-324,-2836,-32768,-4048,-402,199,0
17.95533333,-66.8385,18.17,2.2,2,207.0,0.09,9,0.53,0.72,0.057889289,6.0,9,10,6912,-2968,-32768,-4080,-154,-679,0
58.17916667,-155.2991667,0.15,-0.07,4,159.0,0.06,1,0.24,1.76,0.28833795,5.0,1,1,-3692,-1356,-5316,-4112,1545,-6,0
42.3324,142.9855,63.921,5.2,9,63.0,0.63,12,7.46,6.14,0.098,10.0,12,13,9176,4788,11088,-4080,-100,1902,0
34.9431667,-119.0925,9.62,1.05,4,138.0,0.12,2,0.49,1.64,0.04,2.0,2,2,-18428,-5756,-15060,-4032,-330,-1505,0
39.4215,-119.8429,8.5,-0.3,4,156.24,0.0561,7,0.0,5.8,0.35,2.0,7,8,-804,7184,-1460,-4096,-636,1133,0
58.2031,-155.2987,0.4,1.9,4,0.0,0.43,0,0.0,0.1,0.0,0.0,0,0,4176,6052,-21316,-4080,1281,738,0
58.17133333,-155.2965,1.32,0.12,4,168.0,0.03,1,0.23,1.18,0.120011486,5.0,1,1,8172,-1156,-23064,-4048,-158,394,0
44.31083333,-114.8576667,4.69,1.73,4,69.0,0.21,4,0.54,1.54,0.225003055,11.0,4,5,-3488,-7452,-32768,-4064,439,847,0
19.236166,-155.3925018,29.01000023,2.22,4,142.0,0.150000006,3,0.61,0.689999998,2.61,12.0,3,4,23796,3348,-23808,-4080,-2078,494,0
17.98283333,-66.95516667,5.28,2.59,2,167.0,0.08,9,1.2,1.1,0.099431264,5.0,9,10,2936,-5368,-2464,-4096,418,-669,0
39.4049,-120.1609,8.6,0.6,4,107.7,0.1441,7,0.0,3.4,0.45,5.0,7,8,2176,2376,-24760,-4048,-929,1095,0
35.3518333,-118.4903333,7.19,0.85,4,98.0,0.09,2,0.27,0.78,0.114,8.0,2,2,132,-1680,-32768,-4064,1309,337,0
58.17633333,-155.3516667,1.37,-0.01,4,267.0,0.05,1,0.53,0.87,0.164777241,5.0,1,1,11520,4668,-3220,-4064,1740,1044,0
58.178,-155.3648333,2.21,1.0,4,175.0,0.05,1,0.23,0.32,0.196577454,10.0,1,1,-11960,-6312,-32768,-4048,-137,-422,0
53.8951,-163.8935,27.6,2.5,4,0.0,0.58,0,0.0,11.0,0.0,0.0,0,0,12720,3796,-25260,-4080,466,748,0
17.958,-66.96616667,13.87,2.36,2,201.0,0.1,9,1.05,1.02,0.096150457,4.0,9,10,-1288,-148,-13500,-4096,-309,-482,0
37.6505,-119.4013333,3.5,1.59,2,65.0,0.08,5,0.36,9.52,0.367,27.0,5,6,6236,-2372,-17108,-4080,276,35,0
36.32933333,-96.78383333,3.4,0.18,4,117.0,0.1,8,0.0,0.6,0.13,6.0,8,9,-6088,6380,-15212,-4080,-303,-549,0
36.8526,-116.0471,8.1,-0.2,4,116.28,0.1303,7,0.0,1.3,0.37,6.0,7,8,6104,3212,-12588,-4048,1221,796,0
33.6728333,-116.7443333,13.9,0.59,4,60.0,0.12,2,0.19,0.33,0.109,12.0,2,2,-11252,1860,-12596,-4080,-235,-792,0
19.2593,-64.844,37.0,3.51,2,290.0,0.16,9,2.62,12.38,0.08,4.0,9,10,5172,-2796,9452,-4048,-314,603,0
33.3596667,-116.4038333,7.7,0.63,4,147.0,0.15,2,0.37,1.04,0.12,11.0,2,2,13908,6012,-32768,-4080,-1539,2187,0
-20.4478,-68.7728,118.507,4.2,0,47.0,1.03,12,3.66,9.911,0.167,10.0,12,13,13920,4916,-3872,-4048,2004,794,0
66.8344,-136.4018,29.0,2.3,4,0.0,0.6,0,0.0,1.9,0.0,0.0,0,0,-13036,-728,-10932,-4016,-1386,89,0
19.411,-155.2471667,2.66,2.17,4,107.0,0.09,3,0.21,0.35,0.157290461,12.0,3,4,544,-328,6120,-4096,1734,966,0
38.840168,-122.8233337,1.87,0.7,2,98.0,0.01,5,0.33,0.86,0.26,11.0,5,6,32664,-10568,-25356,-4096,1413,-826,0
4.5792,-87.1231,10.115,4.2,0,180.0,0.3,12,11.7,6.925,0.159,12.0,12,13,-8836,-6952,-19520,-4096,1955,865,0
62.063,-150.3526,55.9,1.3,4,0.0,0.43,0,0.0,0.2,0.0,0.0,0,0,-1544,6556,-32768,-4080,-179,859,0
56.8369,-155.852,66.4,2.2,4,0.0,0.26,0,0.0,3.0,0.0,0.0,0,0,5468,1300,-16980,-4032,1916,142,0
62.4358,-149.5417,53.5,1.7,4,0.0,0.46,0,0.0,0.3,0.0,0.0,0,0,19328,-4052,-25880,-4048,-1773,-20,0
62.4006,-148.4883,37.7,1.8,4,0.0,0.55,0,0.0,0.3,0.0,0.0,0,0,-3412,-7464,-12916,-4048,1200,1570,0
56.1995,-159.4876667,22.32,0.67,4,184.0,0.26,1,1.11,1.57,0.30682107,6.0,1,1,6168,10472,16532,-4064,-913,729,0
61.571,-150.9984,1.1,1.5,4,0.0,0.8,0,0.0,0.4,0.0,0.0,0,0,4752,-11492,-32768,-4080,407,-4,0
19.14366722,-155.3665009,29.17000008,1.99,4,184.0,0.109999999,3,0.64,0.74000001,3.48,6.0,3,4,1848,-1972,12688,-4080,-1186,1177,0
51.1969,-178.0752,25.6,2.5,4,0.0,0.59,0,0.0,1.5,0.0,0.0,0,0,-9148,6432,-32768,-4064,-144,505,0
61.0033,-138.6841,11.1,0.9,4,0.0,0.77,0,0.0,0.4,0.0,0.0,0,0,22604,-2592,-32768,-4080,2206,521,0
44.31366667,-114.8478333,3.21,2.03,4,62.0,0.14,4,0.34,1.96,0.217314689,10.0,4,5,-19900,-4836,-23504,-4080,402,-1188,0
58.18783333,-155.2816667,2.24,0.18,4,146.0,0.06,1,0.25,0.49,0.438100457,7.0,1,1,2420,6608,-18856,-4096,350,744,0
61.8359,-150.2264,7.2,1.5,4,0.0,0.85,0,0.0,0.5,0.0,0.0,0,0,-404,1376,-6576,-4064,982,832,0
40.5046667,-124.4203333,17.64,2.85,2,220.0,0.1,5,0.57,0.27,0.132,56.0,5,6,4532,-800,1360,-4064,146,140,0
40.5631667,-124.2195,20.72,2.02,2,68.0,0.1,5,0.31,0.33,0.393,21.0,5,6,7260,3416,-17672,-4080,-438,881,0
58.1715,-155.335,1.97,0.18,4,176.0,0.06,1,0.25,0.47,0.326835957,7.0,1,1,-1876,5748,-32768,-4064,747,-267,0
61.5888,-149.8934,51.9,1.3,4,0.0,0.42,0,0.0,1.2,0.0,0.0,0,0,13048,-1648,-28308,-4080,-68,-406,0
31.53639665,-104.1531231,7.262719727,3.6,4,65.0,0.2,11,0.808515594,1.016823938,0.2,25.0,11,12,-8824,-7116,-32768,-4032,-968,-1324,0
33.1328333,-116.6288333,3.55,0.71,4,79.0,0.2,2,0.45,1.34,0.214,9.0,2,2,14512,1392,-14468,-4064,1500,-372,0
17.926,-66.98883333,11.8,2.1,2,241.0,0.11,9,0.92,0.57,0.090145515,5.0,9,10,3084,-2964,-20656,-4048,-52,-580,0
19.2295,-67.8116,73.0,3.78,2,263.0,0.51,9,4.47,8.37,0.05,4.0,9,10,11088,-3552,-18920,-4064,-510,934,0
33.7033333,-116.8045,14.85,0.85,4,44.0,0.19,2,0.32,0.43,0.209,21.0,2,2,-9180,-3484,440,-4048,868,-545,0
-15.548,-174.6668,188.071,4.3,0,86.0,0.46,12,9.91,6.446,0.101,33.0,12,13,10840,776,-19524,-4032,1818,43,0
42.544,-123.2173333,43.37,1.11,4,207.0,0.14,14,0.93,0.71,0.257673297,7.0,14,15,-22616,88,-11812,-4064,-442,738,0
56.19783333,-159.4761667,20.29,0.23,4,98.0,0.27,1,0.91,1.81,0.327590647,7.0,1,1,16740,5700,-31000,-4016,313,980,0
-14.7852,172.2771,603.374,4.7,0,59.0,0.76,12,12.76,9.344,0.076,54.0,12,13,-2096,1676,-21768,-4048,-1431,-1309,0
58.17683333,-155.3053333,0.75,-0.29,4,164.0,0.03,1,0.23,1.08,0.168535939,5.0,1,1,864,-4532,1420,-4080,892,785,0
36.0141667,-120.5723333,4.13,0.13,2,121.0,0.04,5,0.35,0.59,0.219,4.0,5,6,4324,1600,-252,-4048,-745,-465,0
59.8439,-153.3857,136.9,2.2,4,0.0,0.44,0,0.0,0.8,0.0,0.0,0,0,2456,1892,9792,-4048,-507,-492,0
19.16,-64.8723,27.0,3.61,2,286.0,0.4,9,3.1,28.0,0.07,8.0,9,10,3960,-8312,-17188,-4048,1170,-1693,0
31.61296667,-103.9971959,7.969689941,1.9,4,37.0,0.1,11,0.425401821,0.521797599,0.1,19.0,11,12,-948,-3048,-32768,-4048,747,21,0
63.3644,-145.3599,6.2,1.3,4,0.0,0.89,0,0.0,0.2,0.0,0.0,0,0,23540,5360,-30884,-4048,2159,986,0
62.2797,-151.0398,75.2,1.3,4,0.0,0.64,0,0.0,1.4,0.0,0.0,0,0,-11672,-5648,-15476,-4032,189,-696,0
33.5966667,-116.8228333,13.59,0.93,4,62.0,0.21,2,0.29,0.63,0.132,20.0,2,2,14504,7748,-23368,-4064,767,1190,0
38.7978325,-122.7385025,1.78,1.08,2,102.0,0.04,5,0.26,0.67,0.19,15.0,5,6,8228,-4176,-32768,-4048,-1952,-1030,0
58.244,-155.146,3.03,0.18,4,146.0,0.09,1,0.39,1.07,0.14719767,6.0,1,1,6852,-9244,-23936,-4080,-1123,576,0
33.2336667,-115.6305,3.09,1.59,4,61.0,0.17,2,0.32,0.39,0.209,16.0,2,2,-664,-440,-9092,-4048,1057,182,0
61.4014,-146.6247,13.0,1.4,4,0.0,0.61,0,0.0,0.9,0.0,0.0,0,0,10248,4800,-20792,-4080,509,255,0
62.1945,-150.8084,62.5,1.8,4,0.0,0.54,0,0.0,0.5,0.0,0.0,0,0,-19056,-2140,-21588,-4032,167,507,0
59.7368,-153.3996,124.5,2.7,4,0.0,0.77,0,0.0,0.3,0.0,0.0,0,0,7920,-1504,-31056,-4048,-1294,621,0
35.8998333,-117.7276667,10.76,0.83,4,112.0,0.08,2,0.27,0.51,0.275,7.0,2,2,-4412,-4928,-14748,-4048,1223,236,0
40.013,-120.1735,7.9,0.0,4,239.96,0.0309,7,0.0,9.9,0.22,3.0,7,8,5832,-5516,12608,-4032,-755,1165,0
38.7475,-122.6908333,0.51,1.07,2,64.0,0.05,5,0.14,0.13,0.16,37.0,5,6,-4856,-2804,-1404,-4048,-1905,1198,0
37.8766667,-122.6578333,6.43,1.2,2,167.0,0.08,5,0.41,0.87,0.458,11.0,5,6,16568,3336,-32768,-4080,-1375,832,0
60.419,-152.0403,84.1,1.8,4,0.0,0.44,0,0.0,0.6,0.0,0.0,0,0,10220,396,-5588,-4064,849,973,0
35.792,-117.6201667,6.53,1.48,4,56.0,0.15,2,0.17,0.35,0.156,13.0,2,2,532,4572,7048,-4064,-379,1041,0
17.89133333,-67.25283333,12.21,2.66,2,262.0,0.2,9,0.88,0.76,0.050346127,4.0,9,10,-3240,-8776,-24268,-4064,-631,-2135,0
62.6804,-150.8338,80.4,1.2,4,0.0,0.54,0,0.0,1.1,0.0,0.0,0,0,13828,5200,-26384,-4064,-213,311,0
55.2924,163.0931,10.0,4.8,0,133.0,0.57,12,8.01,1.818,0.038,211.0,12,13,-10536,-4336,-30156,-4048,1951,516,0
58.16183333,-155.3008333,-1.26,-0.39,4,179.0,0.09,1,0.62,6.29,0.358785037,4.0,1,1,2156,608,25632,-4048,-773,2006,0
63.2067,-148.1594,76.7,1.1,4,0.0,0.86,0,0.0,0.7,0.0,0.0,0,0,-6992,-5664,-21872,-4080,893,770,0
58.179,-155.3297,1.0,1.6,4,0.0,0.69,0,0.0,0.2,0.0,0.0,0,0,3360,4400,13008,-4064,-1539,28,0
33.2655,-116.421,6.95,1.03,4,67.0,0.2,2,0.25,0.52,0.104,21.0,2,2,-15844,-5216,-30876,-4064,1039,1145,0
65.5271,-166.6876,10.7,1.7,4,0.0,0.48,0,0.0,0.7,0.0,0.0,0,0,16860,1844,-28592,-4032,-1582,1155,0
56.2915,-158.9765,3.9,1.6,4,0.0,0.42,0,0.0,0.5,0.0,0.0,0,0,26304,-1352,-32768,-4032,-66,181,0
19.37316704,-155.2883301,1.820000052,1.91,4,100.0,0.129999995,3,0.28,0.379999995,0.08,3.0,3,4,-8884,-2704,-32768,-4048,542,122,0
36.44066667,-89.524,8.33,1.67,2,89.0,0.05,6,0.5,0.66,0.196791214,17.0,6,7,4356,532,-32768,-4032,1510,418,0
37.8701667,-122.6558333,6.78,1.25,2,171.0,0.11,5,0.33,0.47,0.241,18.0,5,6,21896,2540,-32768,-4064,1448,1233,0
